city,year_x,min_mag,max_mag,frequency,july2020,july2021,july2022,july2023,july2024,july2025
balungao,2024,2.6,2.6,1,35661,36598,37539,38483,39434,40385
balungao,2025,1.3,2.4,2,35661,36598,37539,38483,39434,40385
bamban,2020,1.9,3.4,5,76808,78044,79194,80258,81240,82133
bamban,2021,1.6,3.7,5,76808,78044,79194,80258,81240,82133
bamban,2022,1.6,3.2,7,76808,78044,79194,80258,81240,82133
bamban,2024,1.6,1.6,1,76808,78044,79194,80258,81240,82133
bamban,2025,1.9,3.6,4,76808,78044,79194,80258,81240,82133
bambang,2022,1.6,1.6,2,59012,60068,61100,62105,63087,64041
bambang,2023,1.7,1.8,2,59012,60068,61100,62105,63087,64041
bambang,2024,1.9,2.1,3,59012,60068,61100,62105,63087,64041
bambang,2025,1.8,1.8,1,59012,60068,61100,62105,63087,64041
banate,2022,2.3,2.7,2,35145,35669,36169,36647,37103,37534
banate,2024,1.5,3.4,3,35145,35669,36169,36647,37103,37534
banate,2025,1.7,2.0,2,35145,35669,36169,36647,37103,37534
banaue,2021,1.6,3.0,3,22261,22321,22372,22415,22448,22473
banaue,2022,1.8,2.2,3,22261,22321,22372,22415,22448,22473
banaue,2023,2.4,2.4,1,22261,22321,22372,22415,22448,22473
banaue,2024,1.3,1.6,3,22261,22321,22372,22415,22448,22473
banaue,2025,1.6,1.7,2,22261,22321,22372,22415,22448,22473
banaybanay,2020,1.8,3.7,10,43004,43289,43543,43763,43952,44108
banaybanay,2021,2.0,3.6,6,43004,43289,43543,43763,43952,44108
banaybanay,2022,2.0,3.0,3,43004,43289,43543,43763,43952,44108
banaybanay,2023,2.0,3.1,7,43004,43289,43543,43763,43952,44108
banaybanay,2024,1.6,3.1,7,43004,43289,43543,43763,43952,44108
banaybanay,2025,2.0,3.0,5,43004,43289,43543,43763,43952,44108
banayoyo,2020,2.1,2.1,1,7899,7919,7935,7947,7956,7961
banayoyo,2023,1.9,2.0,2,7899,7919,7935,7947,7956,7961
banayoyo,2024,1.8,4.2,2,7899,7919,7935,7947,7956,7961
banayoyo,2025,1.8,1.8,1,7899,7919,7935,7947,7956,7961
banga,2020,1.6,2.4,4,40384,40527,40656,40773,40878,40969
banga,2022,3.0,3.0,2,40384,40527,40656,40773,40878,40969
banga,2024,1.4,3.0,12,40384,40527,40656,40773,40878,40969
banga,2025,2.5,2.9,6,40384,40527,40656,40773,40878,40969
bangar,2021,2.3,2.3,1,37151,37328,37483,37615,37725,37812
bangar,2022,2.2,2.8,4,37151,37328,37483,37615,37725,37812
bangar,2023,1.6,2.2,3,37151,37328,37483,37615,37725,37812
bangar,2024,2.8,2.9,2,37151,37328,37483,37615,37725,37812
bangar,2025,1.9,2.1,3,37151,37328,37483,37615,37725,37812
bangui,2020,1.9,2.4,2,14954,14993,15024,15049,15067,15079
bangui,2021,1.9,4.3,10,14954,14993,15024,15049,15067,15079
bangui,2022,1.5,3.6,6,14954,14993,15024,15049,15067,15079
bangui,2023,1.4,2.9,7,14954,14993,15024,15049,15067,15079
bangui,2024,1.5,5.7,26,14954,14993,15024,15049,15067,15079
bangui,2025,1.4,4.3,14,14954,14993,15024,15049,15067,15079
bani,2020,1.4,4.6,6,54583,55395,56187,56960,57715,58448
bani,2021,1.9,2.5,2,54583,55395,56187,56960,57715,58448
bani,2022,1.4,2.0,2,54583,55395,56187,56960,57715,58448
bani,2023,2.3,2.9,2,54583,55395,56187,56960,57715,58448
bani,2024,2.3,2.9,4,54583,55395,56187,56960,57715,58448
bani,2025,1.5,2.4,4,54583,55395,56187,56960,57715,58448
banisilan,2020,2.7,3.2,4,47005,47504,47943,48322,48643,48903
banisilan,2021,2.2,3.0,5,47005,47504,47943,48322,48643,48903
banisilan,2022,1.9,2.3,4,47005,47504,47943,48322,48643,48903
banisilan,2023,1.6,2.4,3,47005,47504,47943,48322,48643,48903
banisilan,2024,1.4,3.8,7,47005,47504,47943,48322,48643,48903
banisilan,2025,1.4,2.4,10,47005,47504,47943,48322,48643,48903
bansalan,2020,1.9,3.8,41,64448,65295,66153,67022,67904,68795
bansalan,2022,2.3,2.3,2,64448,65295,66153,67022,67904,68795
bansalan,2023,2.2,2.3,3,64448,65295,66153,67022,67904,68795
bansalan,2024,2.0,2.1,4,64448,65295,66153,67022,67904,68795
bansalan,2025,1.5,1.5,1,64448,65295,66153,67022,67904,68795
bansud,2020,1.9,2.6,4,43488,43912,44308,44676,45017,45330
bansud,2021,1.7,3.0,8,43488,43912,44308,44676,45017,45330
bansud,2022,1.5,2.5,9,43488,43912,44308,44676,45017,45330
bansud,2023,1.3,5.1,59,43488,43912,44308,44676,45017,45330
bansud,2024,1.6,3.8,7,43488,43912,44308,44676,45017,45330
bansud,2025,1.1,4.7,15,43488,43912,44308,44676,45017,45330
bantay,2022,1.7,2.7,7,36669,36810,36935,37043,37134,37208
bantay,2023,2.1,2.1,1,36669,36810,36935,37043,37134,37208
bantay,2024,2.1,2.1,1,36669,36810,36935,37043,37134,37208
bantay,2025,1.7,2.6,6,36669,36810,36935,37043,37134,37208
bantayan,2020,2.1,2.3,2,83037,83647,84192,84672,85088,85437
bantayan,2022,2.1,2.2,2,83037,83647,84192,84672,85088,85437
bantayan,2023,2.1,2.1,1,83037,83647,84192,84672,85088,85437
bantayan,2025,2.0,2.2,2,83037,83647,84192,84672,85088,85437
banton,2020,2.2,2.2,1,5600,5607,5614,5618,5621,5622
banton,2021,1.6,2.9,5,5600,5607,5614,5618,5621,5622
banton,2023,1.7,3.6,3,5600,5607,5614,5618,5621,5622
banton,2024,2.1,2.1,1,5600,5607,5614,5618,5621,5622
banton,2025,2.0,2.0,1,5600,5607,5614,5618,5621,5622
baras,2020,1.6,4.3,20,116895,129303,142622,156852,172036,188090
baras,2021,1.6,4.6,22,116895,129303,142622,156852,172036,188090
baras,2022,2.0,4.6,20,116895,129303,142622,156852,172036,188090
baras,2023,2.2,3.2,20,116895,129303,142622,156852,172036,188090
baras,2024,1.7,4.3,32,116895,129303,142622,156852,172036,188090
baras,2025,1.5,4.1,46,116895,129303,142622,156852,172036,188090
barbaza,2020,2.2,4.7,9,23372,23469,23552,23622,23679,23723
barbaza,2021,2.8,4.6,7,23372,23469,23552,23622,23679,23723
barbaza,2023,1.6,3.1,3,23372,23469,23552,23622,23679,23723
barbaza,2024,2.8,2.8,1,23372,23469,23552,23622,23679,23723
barbaza,2025,1.7,2.8,7,23372,23469,23552,23622,23679,23723
barcelona,2020,2.3,3.1,2,21646,21735,21809,21867,21911,21940
barcelona,2022,2.1,3.1,4,21646,21735,21809,21867,21911,21940
barcelona,2023,2.5,2.5,1,21646,21735,21809,21867,21911,21940
barcelona,2024,1.9,3.5,4,21646,21735,21809,21867,21911,21940
barcelona,2025,1.9,4.0,3,21646,21735,21809,21867,21911,21940
barili,2021,1.8,1.8,1,82335,83947,85522,87060,88564,90028
barili,2022,2.5,2.5,1,82335,83947,85522,87060,88564,90028
barili,2023,2.3,2.6,2,82335,83947,85522,87060,88564,90028
barili,2025,2.1,3.2,2,82335,83947,85522,87060,88564,90028
barira,2021,2.7,2.8,2,33174,33803,34424,35039,35649,36251
barira,2022,2.8,2.9,2,33174,33803,34424,35039,35649,36251
barira,2023,2.0,2.0,1,33174,33803,34424,35039,35649,36251
barira,2025,1.6,2.5,3,33174,33803,34424,35039,35649,36251
barlig,2020,2.8,2.8,1,4288,4185,4084,3985,3887,3791
barlig,2023,2.6,2.6,1,4288,4185,4084,3985,3887,3791
barlig,2024,1.5,1.7,2,4288,4185,4084,3985,3887,3791
barobo,2020,2.2,2.2,1,54910,55911,56896,57864,58816,59749
barobo,2021,1.8,2.7,3,54910,55911,56896,57864,58816,59749
barobo,2022,1.9,3.8,8,54910,55911,56896,57864,58816,59749
barobo,2023,1.3,3.1,13,54910,55911,56896,57864,58816,59749
barobo,2024,1.4,3.6,31,54910,55911,56896,57864,58816,59749
barobo,2025,1.5,2.6,13,54910,55911,56896,57864,58816,59749
barotac nuevo,2020,2.8,2.8,1,55644,55906,56120,56288,56409,56482
barotac viejo,2020,2.3,2.7,2,49632,50401,51138,51844,52521,53163
baroy,2025,1.8,1.8,1,23817,24007,24179,24331,24465,24578
barugo,2022,2.0,2.0,1,34999,35475,35956,36442,36935,37432
basay,2020,1.5,3.5,39,27585,27761,27925,28079,28223,28356
basay,2021,1.7,3.6,29,27585,27761,27925,28079,28223,28356
basay,2022,1.5,4.5,51,27585,27761,27925,28079,28223,28356
basay,2023,1.5,4.8,85,27585,27761,27925,28079,28223,28356
basay,2024,1.3,4.8,63,27585,27761,27925,28079,28223,28356
basay,2025,1.5,4.2,40,27585,27761,27925,28079,28223,28356
basey,2020,2.5,5.1,5,59801,60611,61399,62163,62906,63625
basey,2022,2.1,2.4,2,59801,60611,61399,62163,62906,63625
basey,2023,2.2,3.9,4,59801,60611,61399,62163,62906,63625
basey,2024,2.0,2.3,2,59801,60611,61399,62163,62906,63625
basey,2025,1.4,2.6,5,59801,60611,61399,62163,62906,63625
basista,2022,2.2,2.2,1,35314,35748,36167,36571,36960,37334
basud,2020,2.9,2.9,1,43486,43907,44300,44667,45007,45318
basud,2022,2.9,2.9,1,43486,43907,44300,44667,45007,45318
basud,2023,1.5,1.5,1,43486,43907,44300,44667,45007,45318
basud,2024,1.4,1.8,2,43486,43907,44300,44667,45007,45318
bato,2020,2.1,4.1,6,55199,55742,56257,56745,57207,57640
bato,2021,2.5,2.5,6,55199,55742,56257,56745,57207,57640
bato,2022,1.7,2.7,12,55199,55742,56257,56745,57207,57640
bato,2023,2.1,3.1,9,55199,55742,56257,56745,57207,57640
bato,2024,2.1,2.2,6,55199,55742,56257,56745,57207,57640
bato,2025,1.6,2.7,15,55199,55742,56257,56745,57207,57640
batuan,2020,1.7,3.5,34,16080,16263,16439,16609,16773,16929
batuan,2021,2.3,3.6,18,16080,16263,16439,16609,16773,16929
batuan,2022,1.8,4.0,70,16080,16263,16439,16609,16773,16929
batuan,2023,1.3,6.0,414,16080,16263,16439,16609,16773,16929
batuan,2024,1.5,4.0,44,16080,16263,16439,16609,16773,16929
batuan,2025,1.5,3.1,32,16080,16263,16439,16609,16773,16929
bauan,2020,1.5,3.2,8,101376,103486,105619,107775,109959,112160
bauan,2023,2.1,2.1,1,101376,103486,105619,107775,109959,112160
bauan,2024,1.8,1.8,1,101376,103486,105619,107775,109959,112160
bauang,2020,2.0,3.1,5,78902,79556,80167,80733,81256,81734
bauang,2021,2.0,3.1,8,78902,79556,80167,80733,81256,81734
bauang,2022,1.7,3.7,8,78902,79556,80167,80733,81256,81734
bauang,2023,1.6,2.7,5,78902,79556,80167,80733,81256,81734
bauang,2024,2.9,3.5,3,78902,79556,80167,80733,81256,81734
bauang,2025,1.8,2.2,4,78902,79556,80167,80733,81256,81734
bauko,2022,1.5,1.5,1,31714,31829,31938,32042,32141,32235
bauko,2023,1.6,2.1,2,31714,31829,31938,32042,32141,32235
bauko,2024,2.1,2.1,1,31714,31829,31938,32042,32141,32235
baungon,2020,2.9,2.9,1,35475,35629,35757,35858,35934,35983
baungon,2022,2.4,2.4,1,35475,35629,35757,35858,35934,35983
baungon,2023,1.8,1.8,1,35475,35629,35757,35858,35934,35983
baungon,2024,2.7,2.7,1,35475,35629,35757,35858,35934,35983
baungon,2025,1.4,2.6,6,35475,35629,35757,35858,35934,35983
bautista,2022,2.7,2.7,1,34176,34507,34821,35119,35400,35664
bay,2024,1.3,1.8,2,67325,68213,69045,69823,70547,71214
bay,2025,1.3,1.3,1,67325,68213,69045,69823,70547,71214
bayabas,2020,1.5,5.8,405,8378,8406,8428,8445,8457,8463
bayabas,2021,1.5,5.2,191,8378,8406,8428,8445,8457,8463
bayabas,2022,1.6,5.6,202,8378,8406,8428,8445,8457,8463
bayabas,2023,1.4,4.8,169,8378,8406,8428,8445,8457,8463
bayabas,2024,1.4,4.9,271,8378,8406,8428,8445,8457,8463
bayabas,2025,1.4,5.1,151,8378,8406,8428,8445,8457,8463
bayambang,2022,2.2,2.2,1,123940,124916,125827,126674,127459,128177
bayang,2025,2.7,2.7,1,26165,26637,27119,27610,28111,28620
bayog,2020,2.7,2.7,1,36210,36730,37245,37756,38262,38763
bayog,2022,1.5,2.0,3,36210,36730,37245,37756,38262,38763
bayog,2023,1.6,2.0,4,36210,36730,37245,37756,38262,38763
bayog,2024,1.3,1.6,3,36210,36730,37245,37756,38262,38763
bayog,2025,1.3,2.5,4,36210,36730,37245,37756,38262,38763
belison,2020,2.8,3.5,2,14119,14214,14302,14382,14455,14520
belison,2023,2.5,3.4,2,14119,14214,14302,14382,14455,14520
belison,2024,2.3,2.3,1,14119,14214,14302,14382,14455,14520
belison,2025,1.7,2.2,2,14119,14214,14302,14382,14455,14520
benito soliven,2023,2.0,2.0,1,31609,31962,32299,32618,32921,33207
besao,2021,1.5,1.5,1,6340,6202,6067,5934,5802,5672
besao,2022,1.6,2.8,10,6340,6202,6067,5934,5802,5672
besao,2023,1.5,2.2,3,6340,6202,6067,5934,5802,5672
besao,2025,1.2,2.6,2,6340,6202,6067,5934,5802,5672
bien unido,2024,1.7,1.7,1,28133,28302,28459,28604,28736,28856
bilar,2020,2.1,2.1,1,17963,18027,18089,18147,18201,18252
bilar,2022,3.4,3.4,1,17963,18027,18089,18147,18201,18252
bilar,2023,1.9,1.9,1,17963,18027,18089,18147,18201,18252
biliran,2020,2.3,3.5,9,17207,17248,17280,17302,17316,17321
biliran,2021,2.0,5.0,11,17207,17248,17280,17302,17316,17321
biliran,2022,1.8,2.7,5,17207,17248,17280,17302,17316,17321
biliran,2023,2.9,3.1,2,17207,17248,17280,17302,17316,17321
biliran,2024,1.8,2.5,5,17207,17248,17280,17302,17316,17321
biliran,2025,1.7,2.9,10,17207,17248,17280,17302,17316,17321
binalbagan,2023,1.9,1.9,1,68451,68606,68732,68829,68896,68935
binalbagan,2025,1.7,1.7,1,68451,68606,68732,68829,68896,68935
binalonan,2024,1.8,1.8,1,55820,55982,56113,56211,56277,56311
binangonan,2021,2.1,2.1,1,305860,309470,312695,315536,317997,320067
bingawan,2020,3.1,3.1,1,16844,17183,17514,17837,18154,18461
bingawan,2021,2.2,2.2,1,16844,17183,17514,17837,18154,18461
binidayan,2025,2.2,2.2,1,24440,24952,25474,26008,26555,27111
binmaley,2023,1.7,3.4,4,86723,87333,87896,88414,88887,89312
binmaley,2024,1.5,1.5,1,86723,87333,87896,88414,88887,89312
biri,2020,1.5,3.3,21,12365,12467,12561,12650,12731,12806
biri,2021,2.1,3.3,8,12365,12467,12561,12650,12731,12806
biri,2022,2.3,3.8,10,12365,12467,12561,12650,12731,12806
biri,2023,1.7,3.5,12,12365,12467,12561,12650,12731,12806
biri,2024,1.6,4.0,27,12365,12467,12561,12650,12731,12806
biri,2025,1.4,3.4,24,12365,12467,12561,12650,12731,12806
bobon,2020,1.4,3.0,4,26139,26620,27094,27561,28022,28475
bobon,2022,1.7,3.0,3,26139,26620,27094,27561,28022,28475
bobon,2023,2.1,2.9,2,26139,26620,27094,27561,28022,28475
bobon,2024,1.7,2.5,5,26139,26620,27094,27561,28022,28475
bobon,2025,1.4,3.4,5,26139,26620,27094,27561,28022,28475
bokod,2021,1.7,3.4,9,14533,14657,14770,14871,14961,15039
bokod,2022,1.3,4.1,36,14533,14657,14770,14871,14961,15039
bokod,2023,1.2,3.1,21,14533,14657,14770,14871,14961,15039
bokod,2024,1.6,3.7,19,14533,14657,14770,14871,14961,15039
bokod,2025,1.4,2.3,7,14533,14657,14770,14871,14961,15039
bolinao,2020,1.8,3.6,43,89195,90549,91871,93162,94426,95655
bolinao,2021,1.6,3.6,58,89195,90549,91871,93162,94426,95655
bolinao,2022,1.9,4.1,46,89195,90549,91871,93162,94426,95655
bolinao,2023,1.5,3.4,51,89195,90549,91871,93162,94426,95655
bolinao,2024,1.6,4.1,48,89195,90549,91871,93162,94426,95655
bolinao,2025,1.3,3.6,50,89195,90549,91871,93162,94426,95655
boliney,2020,2.0,3.1,3,3598,3600,3601,3600,3599,3596
boliney,2021,2.0,2.4,6,3598,3600,3601,3600,3599,3596
boliney,2022,1.4,2.8,15,3598,3600,3601,3600,3599,3596
boliney,2023,1.5,2.2,5,3598,3600,3601,3600,3599,3596
boliney,2024,1.8,2.9,3,3598,3600,3601,3600,3599,3596
boliney,2025,1.4,2.0,5,3598,3600,3601,3600,3599,3596
boljoon,2020,1.6,2.0,3,17619,17843,18055,18255,18444,18620
boljoon,2022,1.5,2.4,6,17619,17843,18055,18255,18444,18620
boljoon,2023,1.9,2.4,2,17619,17843,18055,18255,18444,18620
boljoon,2024,1.8,2.1,3,17619,17843,18055,18255,18444,18620
boljoon,2025,2.0,2.0,1,17619,17843,18055,18255,18444,18620
bombon,2020,2.3,2.3,1,17362,17508,17645,17774,17893,18003
bombon,2024,2.1,2.7,2,17362,17508,17645,17774,17893,18003
bongabon,2021,1.5,2.5,2,69108,70156,71218,72296,73391,74498
bongabon,2022,1.7,2.3,3,69108,70156,71218,72296,73391,74498
bongabon,2023,2.6,2.6,1,69108,70156,71218,72296,73391,74498
bongabon,2024,1.5,2.3,6,69108,70156,71218,72296,73391,74498
bongabon,2025,1.7,1.8,3,69108,70156,71218,72296,73391,74498
bongabong,2021,1.8,4.7,12,77367,78307,79202,80051,80858,81616
bongabong,2022,1.8,2.3,5,77367,78307,79202,80051,80858,81616
bongabong,2023,1.6,2.4,3,77367,78307,79202,80051,80858,81616
bongabong,2024,1.6,2.6,2,77367,78307,79202,80051,80858,81616
bongabong,2025,1.3,2.1,6,77367,78307,79202,80051,80858,81616
bonifacio,2024,1.8,4.2,3,33127,33233,33320,33390,33441,33473
bonifacio,2025,1.9,2.0,2,33127,33233,33320,33390,33441,33473
bontoc,2021,1.5,2.7,5,29705,29872,30041,30212,30385,30559
bontoc,2022,1.6,2.2,5,29705,29872,30041,30212,30385,30559
bontoc,2023,1.6,2.0,3,29705,29872,30041,30212,30385,30559
bontoc,2025,1.6,3.0,5,29705,29872,30041,30212,30385,30559
borbon,2020,2.6,2.6,1,39505,40258,40993,41710,42409,43088
borbon,2024,2.0,2.0,1,39505,40258,40993,41710,42409,43088
borbon,2025,1.8,3.7,4,39505,40258,40993,41710,42409,43088
boston,2020,1.6,2.3,8,14374,14514,14643,14763,14873,14973
boston,2021,1.8,2.9,9,14374,14514,14643,14763,14873,14973
boston,2022,2.2,3.1,10,14374,14514,14643,14763,14873,14973
boston,2023,1.5,2.9,30,14374,14514,14643,14763,14873,14973
boston,2024,1.3,4.6,57,14374,14514,14643,14763,14873,14973
boston,2025,1.2,3.2,62,14374,14514,14643,14763,14873,14973
botolan,2020,1.8,2.6,5,60687,61163,61596,61986,62333,62637
botolan,2021,1.7,2.4,5,60687,61163,61596,61986,62333,62637
botolan,2022,1.5,2.9,20,60687,61163,61596,61986,62333,62637
botolan,2023,1.4,2.4,8,60687,61163,61596,61986,62333,62637
botolan,2024,1.3,3.3,17,60687,61163,61596,61986,62333,62637
botolan,2025,1.3,5.1,34,60687,61163,61596,61986,62333,62637
braulio e. dujali,2022,2.2,2.2,1,30940,31072,31191,31297,31389,31467
braulio e. dujali,2024,2.2,2.2,1,30940,31072,31191,31297,31389,31467
braulio e. dujali,2025,1.9,2.0,2,30940,31072,31191,31297,31389,31467
buadiposo-buntong,2020,2.3,2.3,1,16333,16375,16418,16461,16505,16550
buadiposo-buntong,2022,2.5,2.5,1,16333,16375,16418,16461,16505,16550
buadiposo-buntong,2023,2.3,2.4,2,16333,16375,16418,16461,16505,16550
buadiposo-buntong,2025,1.6,1.9,2,16333,16375,16418,16461,16505,16550
bubong,2020,2.2,2.7,5,25040,25630,26235,26854,27489,28136
bubong,2021,2.7,2.7,1,25040,25630,26235,26854,27489,28136
bubong,2022,1.9,2.5,2,25040,25630,26235,26854,27489,28136
bubong,2025,1.9,2.1,2,25040,25630,26235,26854,27489,28136
bucay,2020,1.7,1.7,1,17236,17244,17247,17245,17238,17226
bucay,2021,1.8,3.1,6,17236,17244,17247,17245,17238,17226
bucay,2022,1.4,4.4,92,17236,17244,17247,17245,17238,17226
bucay,2023,1.6,3.1,21,17236,17244,17247,17245,17238,17226
bucay,2024,1.8,2.8,13,17236,17244,17247,17245,17238,17226
bucay,2025,1.0,3.9,10,17236,17244,17247,17245,17238,17226
bucloc,2020,2.6,2.7,2,2624,2648,2670,2692,2714,2734
bucloc,2021,2.8,2.8,1,2624,2648,2670,2692,2714,2734
bucloc,2022,1.4,2.4,15,2624,2648,2670,2692,2714,2734
bucloc,2023,1.5,2.3,5,2624,2648,2670,2692,2714,2734
bucloc,2024,1.4,1.9,4,2624,2648,2670,2692,2714,2734
bucloc,2025,1.8,2.3,2,2624,2648,2670,2692,2714,2734
buenavista,2020,1.9,3.8,30,30998,31143,31272,31385,31484,31566
buenavista,2021,2.0,2.7,40,30998,31143,31272,31385,31484,31566
buenavista,2022,2.0,3.7,45,30998,31143,31272,31385,31484,31566
buenavista,2023,1.8,2.8,30,30998,31143,31272,31385,31484,31566
buenavista,2024,1.4,2.3,30,30998,31143,31272,31385,31484,31566
buenavista,2025,1.5,2.9,60,30998,31143,31272,31385,31484,31566
bugallon,2020,3.0,3.0,1,69881,70283,70646,70971,71258,71506
bugallon,2022,1.6,3.4,2,69881,70283,70646,70971,71258,71506
bugallon,2023,3.4,3.4,1,69881,70283,70646,70971,71258,71506
bugallon,2024,2.0,2.4,2,69881,70283,70646,70971,71258,71506
bugallon,2025,1.9,1.9,1,69881,70283,70646,70971,71258,71506
bugasong,2021,3.2,4.5,3,34634,34777,34901,35005,35090,35155
bugasong,2022,2.6,2.6,1,34634,34777,34901,35005,35090,35155
bugasong,2023,2.8,2.8,1,34634,34777,34901,35005,35090,35155
bugasong,2024,2.3,2.3,1,34634,34777,34901,35005,35090,35155
bugasong,2025,2.2,2.2,1,34634,34777,34901,35005,35090,35155
buguey,2023,3.0,3.3,2,31926,32224,32503,32764,33005,33227
buguey,2024,2.1,2.1,1,31926,32224,32503,32764,33005,33227
buguey,2025,1.7,1.9,2,31926,32224,32503,32764,33005,33227
buguias,2021,2.5,2.5,1,47016,47608,48166,48692,49186,49645
buguias,2022,1.9,3.1,9,47016,47608,48166,48692,49186,49645
buguias,2023,1.8,3.1,6,47016,47608,48166,48692,49186,49645
buguias,2025,2.2,2.2,1,47016,47608,48166,48692,49186,49645
buhi,2020,2.4,2.4,1,79690,80074,80414,80707,80957,81160
buhi,2021,2.4,2.4,1,79690,80074,80414,80707,80957,81160
buhi,2022,2.0,2.0,1,79690,80074,80414,80707,80957,81160
buhi,2023,2.0,3.0,2,79690,80074,80414,80707,80957,81160
buhi,2024,2.0,2.6,3,79690,80074,80414,80707,80957,81160
buhi,2025,1.4,2.4,8,79690,80074,80414,80707,80957,81160
bula,2020,2.0,2.5,2,71549,71858,72126,72354,72543,72690
bula,2021,1.7,1.7,1,71549,71858,72126,72354,72543,72690
bula,2022,1.2,2.2,3,71549,71858,72126,72354,72543,72690
bula,2024,1.7,2.9,3,71549,71858,72126,72354,72543,72690
bula,2025,1.7,2.0,2,71549,71858,72126,72354,72543,72690
bulan,2020,1.7,2.3,3,106213,107268,108259,109186,110051,110849
buldon,2020,2.0,2.8,4,36201,36333,36446,36538,36611,36664
buldon,2021,2.0,3.3,11,36201,36333,36446,36538,36611,36664
buldon,2022,1.8,3.3,8,36201,36333,36446,36538,36611,36664
buldon,2023,1.4,2.7,11,36201,36333,36446,36538,36611,36664
buldon,2024,1.5,2.3,7,36201,36333,36446,36538,36611,36664
buldon,2025,1.6,3.0,9,36201,36333,36446,36538,36611,36664
buluan,2020,1.5,2.8,9,57898,59550,61216,62896,64594,66302
bulusan,2021,2.1,2.8,2,23683,23797,23894,23976,24042,24091
bulusan,2022,3.5,3.5,1,23683,23797,23894,23976,24042,24091
bulusan,2024,1.5,3.1,2,23683,23797,23894,23976,24042,24091
bumbaran,2020,1.9,2.8,10,12066,12438,12821,13215,13622,14039
bunawan,2020,2.2,2.9,7,52270,53751,55244,56747,58266,59791
bunawan,2021,1.7,3.3,17,52270,53751,55244,56747,58266,59791
bunawan,2022,1.9,3.2,13,52270,53751,55244,56747,58266,59791
bunawan,2023,1.2,3.1,31,52270,53751,55244,56747,58266,59791
bunawan,2024,1.3,3.8,42,52270,53751,55244,56747,58266,59791
bunawan,2025,1.5,4.4,47,52270,53751,55244,56747,58266,59791
burauen,2020,3.2,3.6,3,55937,56610,57289,57975,58668,59366
burauen,2021,2.1,3.2,5,55937,56610,57289,57975,58668,59366
burauen,2022,1.4,5.3,62,55937,56610,57289,57975,58668,59366
burauen,2023,1.8,2.1,3,55937,56610,57289,57975,58668,59366
burauen,2024,1.9,2.5,5,55937,56610,57289,57975,58668,59366
burauen,2025,1.5,3.1,15,55937,56610,57289,57975,58668,59366
burdeos,2020,1.3,3.8,34,29431,29919,30391,30845,31283,31702
burdeos,2021,1.9,3.1,15,29431,29919,30391,30845,31283,31702
burdeos,2022,1.5,3.2,30,29431,29919,30391,30845,31283,31702
burdeos,2023,1.6,4.0,19,29431,29919,30391,30845,31283,31702
burdeos,2024,1.8,3.9,31,29431,29919,30391,30845,31283,31702
burdeos,2025,1.6,3.9,15,29431,29919,30391,30845,31283,31702
burgos,2020,1.4,5.3,1980,9948,9970,9987,10000,10009,10013
burgos,2021,1.5,5.3,4680,9948,9970,9987,10000,10009,10013
burgos,2022,1.5,5.1,2142,9948,9970,9987,10000,10009,10013
burgos,2023,1.4,5.1,2478,9948,9970,9987,10000,10009,10013
burgos,2024,1.2,4.9,2142,9948,9970,9987,10000,10009,10013
burgos,2025,1.4,5.1,2292,9948,9970,9987,10000,10009,10013
buruanga,2023,2.7,2.7,1,20546,20823,21087,21338,21577,21803
buruanga,2024,1.8,1.8,1,20546,20823,21087,21338,21577,21803
busuanga,2020,1.8,2.6,5,23180,23333,23460,23561,23638,23689
busuanga,2021,1.8,2.4,9,23180,23333,23460,23561,23638,23689
busuanga,2022,1.6,3.1,6,23180,23333,23460,23561,23638,23689
busuanga,2023,2.1,3.2,5,23180,23333,23460,23561,23638,23689
busuanga,2024,1.7,3.4,5,23180,23333,23460,23561,23638,23689
